image,band,method,inlier_residual,num_inliers,NMI,GCC,crop_size
DJI_20251107113548_0099,G,Proposed,0.5188,8207,0.073595,0.351417,4377*3256
DJI_20251107113548_0099,R,Initial,NaN,4474,0.004850,0.073907,N/A
DJI_20251107113548_0099,R,Global,0.6041,2169,0.036246,0.225176,3491*2597
DJI_20251107113548_0099,R,Proposed,0.6329,4474,0.038716,0.247511,4377*3256
DJI_20251107113548_0099,NIR,Initial,NaN,7248,0.008277,0.100509,N/A
DJI_20251107113548_0099,NIR,Global,0.6268,3084,0.060052,0.293903,3491*2597
DJI_20251107113548_0099,NIR,Proposed,0.6012,7248,0.067036,0.329161,4377*3256
DJI_20251107113548_0099,RE,Initial,NaN,6129,0.003497,0.052411,N/A
DJI_20251107113548_0099,RE,Global,0.5859,2888,0.048802,0.247247,3491*2597
DJI_20251107113548_0099,RE,Proposed,0.5872,6129,0.053238,0.279547,4377*3256
DJI_20251107113550_0100,G,Initial,NaN,8918,0.003576,0.075312,N/A
DJI_20251107113550_0100,G,Global,0.9683,3962,0.070443,0.337296,3239*3233
DJI_20251107113550_0100,G,Proposed,0.6307,8918,0.079002,0.377860,4331*3229
DJI_20251107113550_0100,R,Initial,NaN,4278,0.003355,0.068588,N/A
DJI_20251107113550_0100,R,Global,0.7081,2173,0.035505,0.244827,3239*3233
DJI_20251107113550_0100,R,Proposed,0.6103,4278,0.037851,0.269243,4331*3229
DJI_20251107113550_0100,NIR,Initial,NaN,8471,0.004761,0.087216,N/A
DJI_20251107113550_0100,NIR,Global,0.6052,3943,0.067673,0.342045,3239*3233
DJI_20251107113550_0100,NIR,Proposed,0.9807,8471,0.074651,0.375470,4331*3229
DJI_20251107113550_0100,RE,Initial,NaN,6449,0.002758,0.056828,N/A
DJI_20251107113550_0100,RE,Global,0.6707,3107,0.050565,0.273240,3239*3233
DJI_20251107113550_0100,RE,Proposed,0.8156,6449,0.055215,0.308028,4331*3229
DJI_20251107113552_0101,G,Initial,NaN,6584,0.003244,0.055220,N/A
DJI_20251107113552_0101,G,Global,0.7959,3107,0.051044,0.277205,4301*3047
DJI_20251107113552_0101,G,Proposed,0.5755,6584,0.055678,0.305081,4302*3187
DJI_20251107113552_0101,R,Initial,NaN,3876,0.005377,0.070015,N/A
DJI_20251107113552_0101,R,Global,1.0783,2042,0.034602,0.233564,4301*3047
DJI_20251107113552_0101,R,Proposed,0.8816,3876,0.036521,0.250760,4302*3187
DJI_20251107113552_0101,NIR,Initial,NaN,6375,0.004418,0.062933,N/A
DJI_20251107113552_0101,NIR,Global,0.5977,2941,0.053192,0.274112,4301*3047
DJI_20251107113552_0101,NIR,Proposed,0.6596,6375,0.056913,0.300572,4302*3187
DJI_20251107113552_0101,RE,Initial,NaN,4836,0.003423,0.052113,N/A
DJI_20251107113552_0101,RE,Global,1.1974,1927,0.039150,0.200283,4301*3047
DJI_20251107113552_0101,RE,Proposed,1.0287,4836,0.042476,0.222650,4302*3187
DJI_20251107113554_0102,G,Initial,NaN,10758,0.003646,0.046397,N/A
DJI_20251107113554_0102,G,Global,0.9666,5141,0.088384,0.381593,3933*2871
DJI_20251107113554_0102,G,Proposed,0.5087,10758,0.095849,0.418658,4313*3209
DJI_20251107113554_0102,R,Initial,NaN,5936,0.006408,0.068066,N/A
DJI_20251107113554_0102,R,Global,0.6989,2824,0.053066,0.304488,3933*2871
DJI_20251107113554_0102,R,Proposed,0.6858,5936,0.056581,0.334819,4313*3209
DJI_20251107113554_0102,NIR,Initial,NaN,9553,0.004418,0.056434,N/A
DJI_20251107113554_0102,NIR,Global,0.9034,4480,0.078814,0.344997,3933*2871
DJI_20251107113554_0102,NIR,Proposed,0.6006,9553,0.086267,0.384432,4313*3209
DJI_20251107113554_0102,RE,Initial,NaN,8171,0.004148,0.043704,N/A
DJI_20251107113554_0102,RE,Global,0.8268,3898,0.070016,0.356612,3933*2871
DJI_20251107113554_0102,RE,Proposed,0.5420,8171,0.074553,0.381890,4313*3209
DJI_20251107113556_0103,G,Initial,NaN,10505,0.003612,0.044159,N/A
DJI_20251107113556_0103,G,Global,1.0269,4675,0.083942,0.321364,3747*2650
DJI_20251107113556_0103,G,Proposed,0.6475,10505,0.093797,0.371712,4326*3227
DJI_20251107113556_0103,R,Initial,NaN,6092,0.006320,0.061684,N/A
DJI_20251107113556_0103,R,Global,0.8447,2999,0.054694,0.290401,3747*2650
DJI_20251107113556_0103,R,Proposed,0.6227,6092,0.058777,0.325721,4326*3227
DJI_20251107113556_0103,NIR,Initial,NaN,9081,0.004456,0.052514,N/A
DJI_20251107113556_0103,NIR,Global,0.7782,4156,0.074642,0.322466,3747*2650
DJI_20251107113556_0103,NIR,Proposed,0.7739,9081,0.083704,0.364790,4326*3227
DJI_20251107113556_0103,RE,Initial,NaN,7765,0.004448,0.044615,N/A
DJI_20251107113556_0103,RE,Global,0.6662,3562,0.067515,0.292043,3747*2650
DJI_20251107113556_0103,RE,Proposed,0.6508,7765,0.075956,0.340815,4326*3227
DJI_20251107113558_0104,G,Initial,NaN,10218,0.008971,0.060330,N/A
DJI_20251107113558_0104,G,Global,0.6141,4127,0.087498,0.329896,3813*3223
DJI_20251107113558_0104,G,Proposed,0.8242,10218,0.096941,0.371123,4340*3234
DJI_20251107113558_0104,R,Initial,NaN,6575,0.010070,0.069817,N/A
DJI_20251107113558_0104,R,Global,0.7152,3101,0.066835,0.301946,3813*3223
DJI_20251107113558_0104,R,Proposed,0.6244,6575,0.071607,0.333556,4340*3234
DJI_20251107113558_0104,NIR,Initial,NaN,9734,0.010947,0.070497,N/A
DJI_20251107113558_0104,NIR,Global,0.6069,4391,0.086038,0.335110,3813*3223
DJI_20251107113558_0104,NIR,Proposed,0.5703,9734,0.093874,0.369459,4340*3234
DJI_20251107113558_0104,RE,Initial,NaN,8485,0.009275,0.058974,N/A
DJI_20251107113558_0104,RE,Global,0.6444,3873,0.076598,0.319032,3813*3223
DJI_20251107113558_0104,RE,Proposed,0.5748,8485,0.083426,0.354102,4340*3234
DJI_20251107113600_0105,G,Initial,NaN,10813,0.008541,0.059233,N/A
DJI_20251107113600_0105,G,Global,0.8781,4638,0.095095,0.355872,3824*3230
DJI_20251107113600_0105,G,Proposed,0.5867,10813,0.103958,0.395161,4316*3230
DJI_20251107113600_0105,R,Initial,NaN,5621,0.009595,0.070342,N/A
DJI_20251107113600_0105,R,Global,1.0054,2552,0.062509,0.282244,3824*3230
DJI_20251107113600_0105,R,Proposed,0.9118,5621,0.066556,0.305865,4316*3230
DJI_20251107113600_0105,NIR,Initial,NaN,9555,0.010449,0.067792,N/A
DJI_20251107113600_0105,NIR,Global,0.6462,4305,0.085327,0.315281,3824*3230
DJI_20251107113600_0105,NIR,Proposed,0.7087,9555,0.095394,0.355833,4316*3230
DJI_20251107113600_0105,RE,Initial,NaN,6604,0.008131,0.054181,N/A
DJI_20251107113600_0105,RE,Global,0.9972,3091,0.070637,0.301654,3824*3230
DJI_20251107113600_0105,RE,Proposed,0.9766,6604,0.076976,0.330596,4316*3230
DJI_20251107113602_0106,G,Initial,NaN,11249,0.008923,0.062673,N/A
DJI_20251107113602_0106,G,Global,0.6507,4733,0.096550,0.349646,3789*3236
DJI_20251107113602_0106,G,Proposed,0.5516,11249,0.106629,0.396476,4322*3237
DJI_20251107113602_0106,R,Initial,NaN,5763,0.010031,0.072142,N/A
DJI_20251107113602_0106,R,Global,1.0214,2770,0.064017,0.266396,3789*3236
DJI_20251107113602_0106,R,Proposed,0.9739,5763,0.068676,0.295909,4322*3237
DJI_20251107113602_0106,NIR,Initial,NaN,9554,0.010953,0.073254,N/A
DJI_20251107113602_0106,NIR,Global,0.6530,3983,0.082473,0.297572,3789*3236
DJI_20251107113602_0106,NIR,Proposed,0.8005,9554,0.092963,0.339136,4322*3237
DJI_20251107113602_0106,RE,Initial,NaN,7921,0.008618,0.056907,N/A
DJI_20251107113602_0106,RE,Global,0.6888,3435,0.073553,0.295232,3789*3236
DJI_20251107113602_0106,RE,Proposed,0.5986,7921,0.080515,0.332607,4322*3237
DJI_20251107113604_0107,G,Initial,NaN,9237,0.009545,0.061292,N/A
DJI_20251107113604_0107,G,Global,0.6119,4086,0.085361,0.331134,3836*3206
DJI_20251107113604_0107,G,Proposed,0.5716,9237,0.093997,0.368017,4320*3212
DJI_20251107113604_0107,R,Initial,NaN,5728,0.010349,0.066302,N/A
DJI_20251107113604_0107,R,Global,0.5971,2531,0.061214,0.271113,3836*3206
DJI_20251107113604_0107,R,Proposed,0.8888,5728,0.065529,0.297914,4320*3212
DJI_20251107113604_0107,NIR,Initial,NaN,8970,0.011773,0.072445,N/A
DJI_20251107113604_0107,NIR,Global,0.6809,3743,0.083076,0.285320,3836*3206
DJI_20251107113604_0107,NIR,Proposed,0.5746,8970,0.092268,0.325806,4320*3212
DJI_20251107113604_0107,RE,Initial,NaN,6425,0.010043,0.057466,N/A
DJI_20251107113604_0107,RE,Global,1.0330,2858,0.066046,0.256636,3836*3206
DJI_20251107113604_0107,RE,Proposed,0.7290,6425,0.072736,0.289033,4320*3212
DJI_20251107113606_0108,G,Initial,NaN,9956,0.009542,0.060007,N/A
DJI_20251107113606_0108,G,Global,0.9342,4392,0.091932,0.350153,3823*3224
DJI_20251107113606_0108,G,Proposed,0.5563,9956,0.100939,0.385636,4314*3220
DJI_20251107113606_0108,R,Initial,NaN,6400,0.009982,0.058387,N/A
DJI_20251107113606_0108,R,Global,0.5484,3067,0.069339,0.308504,3823*3224
DJI_20251107113606_0108,R,Proposed,0.6806,6400,0.073892,0.328367,4314*3220
DJI_20251107113606_0108,NIR,Initial,NaN,9275,0.011255,0.068272,N/A
DJI_20251107113606_0108,NIR,Global,0.6125,3854,0.085256,0.282765,3823*3224
DJI_20251107113606_0108,NIR,Proposed,0.7451,9275,0.095125,0.325923,4314*3220
DJI_20251107113606_0108,RE,Initial,NaN,7371,0.009162,0.050737,N/A
DJI_20251107113606_0108,RE,Global,0.6812,3302,0.072216,0.252317,3823*3224
DJI_20251107113606_0108,RE,Proposed,0.5990,7371,0.080878,0.298301,4314*3220
DJI_20251107113608_0109,G,Initial,NaN,9811,0.009562,0.061100,N/A
DJI_20251107113608_0109,G,Global,0.8142,4430,0.088222,0.303834,3903*3228
DJI_20251107113608_0109,G,Proposed,0.7791,9811,0.098819,0.349819,4328*3231
DJI_20251107113608_0109,R,Initial,NaN,6256,0.011860,0.063863,N/A
DJI_20251107113608_0109,R,Global,0.6378,3154,0.070801,0.278773,3903*3228
DJI_20251107113608_0109,R,Proposed,0.6059,6256,0.074851,0.309725,4328*3231
DJI_20251107113608_0109,NIR,Initial,NaN,8605,0.011995,0.072637,N/A
DJI_20251107113608_0109,NIR,Global,0.6169,3767,0.083692,0.277436,3903*3228
DJI_20251107113608_0109,NIR,Proposed,0.6754,8605,0.093793,0.317556,4328*3231
DJI_20251107113608_0109,RE,Initial,NaN,7096,0.009022,0.048490,N/A
DJI_20251107113608_0109,RE,Global,0.6079,3337,0.074175,0.264012,3903*3228
DJI_20251107113608_0109,RE,Proposed,0.5949,7096,0.082273,0.301300,4328*3231
DJI_20251107113610_0110,G,Initial,NaN,9283,0.006172,0.052874,N/A
DJI_20251107113610_0110,G,Global,0.6998,4108,0.082907,0.288533,4013*3212
DJI_20251107113610_0110,G,Proposed,0.7167,9283,0.093026,0.329702,4333*3204
DJI_20251107113610_0110,R,Initial,NaN,5221,0.008454,0.061243,N/A
DJI_20251107113610_0110,R,Global,0.9035,2543,0.057503,0.264626,4013*3212
DJI_20251107113610_0110,R,Proposed,0.5744,5221,0.061212,0.289295,4333*3204
DJI_20251107113610_0110,NIR,Initial,NaN,8445,0.007765,0.061332,N/A
DJI_20251107113610_0110,NIR,Global,0.5717,3769,0.083537,0.286002,4013*3212
DJI_20251107113610_0110,NIR,Proposed,0.5752,8445,0.092713,0.321220,4333*3204
DJI_20251107113610_0110,RE,Initial,NaN,6292,0.006835,0.046481,N/A
DJI_20251107113610_0110,RE,Global,0.5953,2949,0.062170,0.265104,4013*3212
DJI_20251107113610_0110,RE,Proposed,1.0012,6292,0.068316,0.291138,4333*3204
DJI_20251107113612_0111,G,Initial,NaN,10073,0.004661,0.047852,N/A
DJI_20251107113612_0111,G,Global,0.6488,4765,0.091848,0.328200,4166*3225
DJI_20251107113612_0111,G,Proposed,0.6025,10073,0.100049,0.360375,4315*3227
DJI_20251107113612_0111,R,Initial,NaN,5661,0.007973,0.061734,N/A
DJI_20251107113612_0111,R,Global,0.8451,2926,0.056708,0.281036,4166*3225
DJI_20251107113612_0111,R,Proposed,0.5946,5661,0.060350,0.305768,4315*3227
DJI_20251107113612_0111,NIR,Initial,NaN,8566,0.006378,0.058045,N/A
DJI_20251107113612_0111,NIR,Global,0.7523,3815,0.089850,0.290023,4166*3225
DJI_20251107113612_0111,NIR,Proposed,0.7644,8566,0.101634,0.334582,4315*3227
DJI_20251107113612_0111,RE,Initial,NaN,6916,0.005557,0.037896,N/A
DJI_20251107113612_0111,RE,Global,0.6313,3412,0.068300,0.281652,4166*3225
DJI_20251107113612_0111,RE,Proposed,0.5574,6916,0.073011,0.312052,4315*3227
DJI_20251107113614_0112,G,Initial,NaN,8502,0.003278,0.035401,N/A
DJI_20251107113614_0112,G,Global,0.6926,3989,0.074767,0.288176,4289*3228
DJI_20251107113614_0112,G,Proposed,0.5942,8502,0.084832,0.334308,4337*3230
DJI_20251107113614_0112,R,Initial,NaN,5135,0.007332,0.060543,N/A
DJI_20251107113614_0112,R,Global,0.6271,2534,0.051567,0.229380,4289*3228
DJI_20251107113614_0112,R,Proposed,0.6846,5135,0.055949,0.260409,4337*3230
DJI_20251107113614_0112,NIR,Initial,NaN,7316,0.004856,0.047475,N/A
DJI_20251107113614_0112,NIR,Global,0.9900,3475,0.073024,0.273727,4289*3228
DJI_20251107113614_0112,NIR,Proposed,0.6068,7316,0.080855,0.306822,4337*3230
DJI_20251107113614_0112,RE,Initial,NaN,5732,0.004332,0.030551,N/A
DJI_20251107113614_0112,RE,Global,1.1101,2741,0.054625,0.233155,4289*3228
DJI_20251107113614_0112,RE,Proposed,0.6569,5732,0.059871,0.262636,4337*3230
DJI_20251107113616_0113,G,Initial,NaN,8411,0.003819,0.039606,N/A
DJI_20251107113616_0113,G,Global,0.8404,3732,0.066710,0.271768,4075*3162
DJI_20251107113616_0113,G,Proposed,0.6512,8411,0.076577,0.317711,4313*3158
DJI_20251107113616_0113,R,Initial,NaN,5279,0.007775,0.048535,N/A
DJI_20251107113616_0113,R,Global,1.0855,2589,0.052298,0.236895,4075*3162
DJI_20251107113616_0113,R,Proposed,0.6029,5279,0.055565,0.256689,4313*3158
DJI_20251107113616_0113,NIR,Initial,NaN,7106,0.005852,0.046332,N/A
DJI_20251107113616_0113,NIR,Global,0.9471,3115,0.062151,0.262146,4075*3162
DJI_20251107113616_0113,NIR,Proposed,0.9858,7106,0.068519,0.291773,4313*3158
DJI_20251107113616_0113,RE,Initial,NaN,6742,0.004742,0.030144,N/A
DJI_20251107113616_0113,RE,Global,0.6367,2890,0.059467,0.237261,4075*3162
DJI_20251107113616_0113,RE,Proposed,0.6459,6742,0.065407,0.273406,4313*3158
DJI_20251107113618_0114,G,Initial,NaN,5929,0.002176,0.020675,N/A
DJI_20251107113618_0114,G,Global,1.0270,2721,0.056107,0.223066,4284*3151
DJI_20251107113618_0114,G,Proposed,0.9739,5929,0.059971,0.239954,4275*3143
DJI_20251107113618_0114,R,Initial,NaN,4447,0.004343,0.044757,N/A
DJI_20251107113618_0114,R,Global,0.9350,2387,0.046071,0.225560,4284*3151
DJI_20251107113618_0114,R,Proposed,0.6356,4447,0.048674,0.242274,4275*3143
DJI_20251107113618_0114,NIR,Initial,NaN,5311,0.003127,0.025087,N/A
DJI_20251107113618_0114,NIR,Global,0.9670,2496,0.062881,0.220458,4284*3151
DJI_20251107113618_0114,NIR,Proposed,0.6064,5311,0.071242,0.252215,4275*3143
DJI_20251107113618_0114,RE,Initial,NaN,4664,0.003661,0.025995,N/A
DJI_20251107113618_0114,RE,Global,0.7038,2261,0.047828,0.199381,4284*3151
DJI_20251107113618_0114,RE,Proposed,0.6556,4664,0.052165,0.221823,4275*3143
DJI_20251107113620_0115,G,Initial,NaN,4661,0.002089,0.020605,N/A
DJI_20251107113620_0115,G,Global,0.5959,2109,0.043438,0.161423,4281*3197
DJI_20251107113620_0115,G,Proposed,0.8897,4661,0.048994,0.185582,4333*3192
DJI_20251107113620_0115,R,Initial,NaN,3220,0.006054,0.045960,N/A
DJI_20251107113620_0115,R,Global,0.6385,1787,0.034003,0.146292,4281*3197
DJI_20251107113620_0115,R,Proposed,0.8791,3220,0.035875,0.163732,4333*3192
DJI_20251107113620_0115,NIR,Initial,NaN,3847,0.003360,0.025696,N/A
DJI_20251107113620_0115,NIR,Global,1.1821,1877,0.044641,0.152276,4281*3197
DJI_20251107113620_0115,NIR,Proposed,0.6244,3847,0.050326,0.177326,4333*3192
DJI_20251107113620_0115,RE,Initial,NaN,3786,0.003361,0.010984,N/A
DJI_20251107113620_0115,RE,Global,1.1568,1727,0.037272,0.154075,4281*3197
DJI_20251107113620_0115,RE,Proposed,1.0015,3786,0.040037,0.168816,4333*3192
